n,U,C,F,O,B
10101,0,1,0,0,1
10102,1,3,-1,0,1
10103,1,3,-1,0,1
10104,0,1,0,0,1
10105,0,1,0,0,1
10106,0,1,0,0,1
10107,0,1,0,0,1
10108,0,1,0,0,1
10109,0,1,0,0,1
10110,1,3,-1,0,1
10111,1,3,-1,0,1
10112,0,1,0,0,1
10113,0,1,0,0,1
10114,0,1,0,0,1
10115,0,1,0,0,1
10116,0,2,2,1,1
10117,0,2,2,0,1
10118,0,1,0,0,1
10119,0,1,0,0,1
10120,0,2,1,1,1
10121,0,2,1,0,1
10122,0,2,2,1,1
10123,0,2,2,0,1
10124,0,1,0,0,1
10125,0,1,0,0,1
10126,0,1,0,0,1
10127,0,1,0,0,1
10128,0,1,0,0,1
10129,0,1,0,0,1
10130,0,1,0,0,1
10131,0,1,0,0,1
10132,1,3,-1,0,1
10133,1,3,-1,0,1
10134,0,1,0,0,1
10135,0,1,0,0,1
10136,0,1,0,0,1
10137,0,1,0,0,1
10138,1,3,-1,0,1
10139,1,3,-1,0,1
10140,1,3,-1,0,1
10141,1,3,-1,0,1
10142,0,1,0,0,1
10143,0,1,0,0,1
10144,0,1,0,0,1
10145,0,1,0,0,1
10146,0,2,2,1,1
10147,0,2,2,0,1
10148,0,1,0,0,1
10149,0,1,0,0,1
10150,1,3,-1,0,1
10151,1,3,-1,0,1
10152,0,1,0,0,1
10153,0,1,0,0,1
10154,0,1,0,0,1
10155,0,1,0,0,1
10156,0,1,0,0,1
10157,0,1,0,0,1
10158,1,3,-1,0,1
10159,1,3,-1,0,1
10160,0,1,0,0,1
10161,0,1,0,0,1
10162,1,3,-1,0,1
10163,1,3,-1,0,1
10164,0,1,0,0,1
10165,0,1,0,0,1
10166,0,1,0,0,1
10167,0,1,0,0,1
10168,1,3,-1,0,1
10169,1,3,-1,0,1
10170,0,1,0,0,1
10171,0,1,0,0,1
10172,0,1,0,0,1
10173,0,1,0,0,1
10174,0,1,0,0,1
10175,0,1,0,0,1
10176,1,3,-1,0,1
10177,1,3,-1,0,1
10178,0,1,0,0,1
10179,0,1,0,0,1
10180,1,3,-1,0,7
10181,1,3,-1,0,7
10182,0,1,0,0,7
10183,0,1,0,0,7
10184,0,1,0,0,7
10185,0,1,0,0,7
10186,0,2,2,1,7
10187,0,2,2,0,7
10188,0,2,1,1,7
10189,0,2,1,0,7
10190,0,1,0,0,7
10191,0,1,0,0,7
10192,1,3,-1,0,7
10193,1,3,-1,0,7
10194,0,1,0,0,7
10195,0,1,0,0,7
10196,0,1,0,0,7
10197,0,1,0,0,7
10198,0,1,0,0,7
10199,0,1,0,0,7
10200,0,2,3,1,7
10201,0,2,3,0,7
10202,0,0,0,0,7
10203,0,0,0,0,7
10204,0,1,0,0,7
10205,0,1,0,0,7
10206,0,2,2,1,7
10207,0,2,2,0,7
10208,0,0,0,0,7
10209,0,0,0,0,7
10210,1,3,-1,0,7
10211,1,3,-1,0,7
10212,0,1,0,0,7
10213,0,1,0,0,7
10214,0,0,0,0,7
10215,0,0,0,0,7
10216,0,1,0,0,7
10217,0,1,0,0,7
10218,0,1,0,0,7
10219,0,1,0,0,7
10220,0,0,0,0,7
10221,0,0,0,0,7
10222,1,3,-1,0,7
10223,1,3,-1,0,7
10224,0,1,0,0,7
10225,0,1,0,0,7
10226,0,0,0,0,7
10227,0,0,0,0,7
10228,0,2,2,1,7
10229,0,2,2,0,7
10230,0,1,0,0,7
10231,0,1,0,0,7
10232,0,0,0,0,7
10233,0,0,0,0,7
10234,0,1,0,0,7
10235,0,1,0,0,7
10236,0,2,1,1,7
10237,0,2,1,0,7
10238,0,0,0,0,7
10239,0,0,0,0,7
10240,0,1,0,0,7
10241,0,1,0,0,7
10242,1,3,-1,0,7
10243,1,3,-1,0,7
10244,0,0,0,0,7
10245,0,0,0,0,7
10246,1,3,-1,0,7
10247,1,3,-1,0,7
10248,0,2,1,1,7
10249,0,2,1,0,7
10250,0,0,0,0,7
10251,0,0,0,0,7
10252,1,3,-1,0,7
10253,1,3,-1,0,7
10254,0,1,0,0,7
10255,0,1,0,0,7
10256,0,0,0,0,7
10257,0,0,0,0,7
10258,1,3,-1,0,7
10259,1,3,-1,0,7
10260,0,2,1,1,7
10261,0,2,1,0,7
10262,0,0,0,0,7
10263,0,0,0,0,7
10264,0,1,0,0,7
10265,0,1,0,0,7
10266,1,3,-1,0,7
10267,1,3,-1,0,7
10268,0,0,0,0,7
10269,0,0,0,0,7
10270,1,3,-1,0,7
10271,1,3,-1,0,7
10272,1,3,-1,0,7
10273,1,3,-1,0,7
10274,0,0,0,0,7
10275,0,0,0,0,7
10276,0,2,1,1,7
10277,0,2,1,0,7
10278,0,1,0,0,1
10279,0,1,0,0,1
10280,0,0,0,0,1
10281,0,0,0,0,1
10282,0,1,0,0,1
10283,0,1,0,0,1
10284,0,1,0,0,1
10285,0,1,0,0,1
10286,0,0,0,0,1
10287,0,0,0,0,1
10288,1,3,-1,0,1
10289,1,3,-1,0,1
10290,0,2,1,1,1
10291,0,2,1,0,1
10292,0,0,0,0,1
10293,0,0,0,0,1
10294,0,1,0,0,1
10295,0,1,0,0,1
10296,0,1,0,0,1
10297,0,1,0,0,1
10298,0,0,0,0,1
10299,0,0,0,0,1
10300,1,3,-1,0,1
10301,1,3,-1,0,1
10302,1,3,-1,0,1
10303,1,3,-1,0,1
10304,0,0,0,0,1
10305,0,0,0,0,1
10306,0,1,0,0,1
10307,0,1,0,0,1
10308,0,1,0,0,1
10309,0,1,0,0,1
10310,0,0,0,0,1
10311,0,0,0,0,1
10312,1,3,-1,0,1
10313,1,3,-1,0,1
10314,0,1,0,0,1
10315,0,1,0,0,1
10316,0,0,0,0,1
10317,0,0,0,0,1
10318,0,1,0,0,1
10319,0,1,0,0,1
10320,1,3,-1,0,1
10321,1,3,-1,0,1
10322,0,0,0,0,1
10323,0,0,0,0,1
10324,0,1,0,0,1
10325,0,1,0,0,1
10326,0,2,1,1,1
10327,0,2,1,0,1
10328,0,0,0,0,1
10329,0,0,0,0,1
10330,1,3,-1,0,1
10331,1,3,-1,0,1
10332,1,3,-1,0,1
10333,1,3,-1,0,1
10334,0,0,0,0,1
10335,0,0,0,0,1
10336,1,3,-1,0,1
10337,1,3,-1,0,1
10338,0,1,0,0,1
10339,0,1,0,0,1
10340,0,0,0,0,1
10341,0,0,0,0,1
10342,1,3,-1,0,1
10343,1,3,-1,0,1
10344,0,1,0,0,1
10345,0,1,0,0,1
10346,0,0,0,0,1
10347,0,0,0,0,1
10348,0,2,2,1,1
10349,0,2,2,0,1
10350,0,1,0,0,1
10351,0,1,0,0,1
10352,0,0,0,0,1
10353,0,0,0,0,1
10354,0,1,0,0,1
10355,0,1,0,0,1
10356,1,3,-1,0,1
10357,1,3,-1,0,1
10358,0,0,0,0,1
10359,0,0,0,0,1
10360,0,1,0,0,1
10361,0,1,0,0,1
10362,0,2,1,1,7
10363,0,2,1,0,7
10364,0,0,0,0,7
10365,0,0,0,0,7
10366,0,1,0,0,7
10367,0,1,0,0,7
10368,1,3,-1,0,7
10369,1,3,-1,0,7
10370,0,0,0,0,7
10371,0,0,0,0,7
10372,0,1,0,0,7
10373,0,1,0,0,7
10374,0,1,0,0,7
10375,0,1,0,0,7
10376,0,0,0,0,7
10377,0,0,0,0,7
10378,0,2,3,1,7
10379,0,2,3,0,7
10380,0,1,0,0,7
10381,0,1,0,0,7
10382,0,0,0,0,6
10383,0,0,0,0,6
10384,0,1,0,0,7
10385,0,1,0,0,7
10386,0,1,0,0,7
10387,0,1,0,0,7
10388,0,0,0,0,7
10389,0,0,0,0,7
10390,1,3,-1,0,7
10391,1,3,-1,0,7
10392,0,1,0,0,7
10393,0,1,0,0,7
10394,0,0,0,0,7
10395,0,0,0,0,7
10396,0,2,1,1,7
10397,0,2,1,0,7
10398,1,3,-1,0,7
10399,1,3,-1,0,7
10400,0,0,0,0,7
10401,0,0,0,0,7
10402,0,2,3,1,7
10403,0,2,3,0,7
10404,0,1,0,0,7
10405,0,1,0,0,7
10406,0,0,0,0,7
10407,0,0,0,0,7
10408,0,1,0,0,7
10409,0,1,0,0,7
10410,0,2,1,1,7
10411,0,2,1,0,7
10412,0,0,0,0,1
10413,0,0,0,0,1
10414,0,1,0,0,1
10415,0,1,0,0,1
10416,0,1,0,0,1
10417,0,1,0,0,1
10418,0,0,0,0,1
10419,0,0,0,0,1
10420,0,1,0,0,1
10421,0,1,0,0,1
10422,0,1,0,0,1
10423,0,1,0,0,1
10424,0,0,0,0,1
10425,0,0,0,0,1
10426,1,3,-1,0,1
10427,1,3,-1,0,1
10428,1,3,-1,0,1
10429,1,3,-1,0,1
10430,0,0,0,0,1
10431,0,0,0,0,1
10432,1,3,-1,0,1
10433,1,3,-1,0,1
10434,0,1,0,0,1
10435,0,1,0,0,1
10436,0,0,0,0,1
10437,0,0,0,0,1
10438,0,1,0,0,1
10439,0,1,0,0,1
10440,0,2,2,1,1
10441,0,2,2,0,1
10442,0,0,0,0,1
10443,0,0,0,0,1
10444,0,1,0,0,1
10445,0,1,0,0,1
10446,0,2,1,1,1
10447,0,2,1,0,1
10448,0,0,0,0,1
10449,0,0,0,0,1
10450,0,1,0,0,1
10451,0,1,0,0,1
10452,1,3,-1,0,1
10453,1,3,-1,0,1
10454,0,0,0,0,1
10455,0,0,0,0,1
10456,1,3,-1,0,1
10457,1,3,-1,0,1
10458,1,3,-1,0,1
10459,1,3,-1,0,1
10460,0,0,0,0,1
10461,0,0,0,0,1
10462,1,3,-1,0,1
10463,1,3,-1,0,1
10464,0,1,0,0,1
10465,0,1,0,0,1
10466,0,0,0,0,1
10467,0,0,0,0,1
10468,0,1,0,0,1
10469,0,1,0,0,1
10470,0,2,1,1,1
10471,0,2,1,0,1
10472,0,0,0,0,1
10473,0,0,0,0,1
10474,0,1,0,0,1
10475,0,1,0,0,1
10476,1,3,-1,0,1
10477,1,3,-1,0,1
10478,0,0,0,0,1
10479,0,0,0,0,1
10480,0,2,1,1,1
10481,0,2,1,0,1
10482,0,1,0,0,1
10483,0,1,0,0,1
10484,0,0,0,0,1
10485,0,0,0,0,1
10486,1,3,-1,0,1
10487,1,3,-1,0,1
10488,0,1,0,0,1
10489,0,1,0,0,1
10490,0,0,0,0,1
10491,0,0,0,0,1
10492,0,1,0,0,1
10493,0,1,0,0,1
10494,0,1,0,0,1
10495,0,1,0,0,1
10496,0,0,0,0,1
10497,0,0,0,0,1
10498,1,3,-1,0,7
10499,1,3,-1,0,7
10500,1,3,-1,0,7
10501,1,3,-1,0,7
10502,0,0,0,0,7
10503,0,0,0,0,7
10504,0,1,0,0,7
10505,0,1,0,0,7
10506,0,1,0,0,7
10507,0,1,0,0,7
10508,0,0,0,0,7
10509,0,0,0,0,7
10510,0,2,1,1,7
10511,0,2,1,0,7
10512,1,3,-1,0,7
10513,1,3,-1,0,7
10514,0,0,0,0,7
10515,0,0,0,0,7
10516,0,1,0,0,7
10517,0,1,0,0,7
10518,0,2,2,1,7
10519,0,2,2,0,7
10520,0,0,0,0,7
10521,0,0,0,0,7
10522,0,1,0,0,7
10523,0,1,0,0,7
10524,0,1,0,0,7
10525,0,1,0,0,7
10526,0,0,0,0,7
10527,0,0,0,0,7
10528,1,3,-1,0,7
10529,1,3,-1,0,7
10530,1,3,-1,0,7
10531,1,3,-1,0,7
10532,0,0,0,0,7
10533,0,0,0,0,7
10534,0,1,0,0,7
10535,0,1,0,0,7
10536,0,2,1,1,7
10537,0,2,1,0,7
10538,0,0,0,0,7
10539,0,0,0,0,7
10540,0,2,3,1,7
10541,0,2,3,0,7
10542,0,1,0,0,7
10543,0,1,0,0,7
10544,0,0,0,0,7
10545,0,0,0,0,7
10546,0,2,2,1,7
10547,0,2,2,0,7
10548,0,1,0,0,6
10549,0,1,0,0,6
10550,0,0,0,0,6
10551,0,0,0,0,6
10552,0,2,2,1,7
10553,0,2,2,0,7
10554,0,1,0,0,7
10555,0,1,0,0,7
10556,0,0,0,0,7
10557,0,0,0,0,7
10558,1,3,-1,0,7
10559,1,3,-1,0,7
10560,0,2,2,1,7
10561,0,2,2,0,7
10562,0,0,0,0,7
10563,0,0,0,0,7
10564,0,1,0,0,7
10565,0,1,0,0,7
10566,1,3,-1,0,7
10567,1,3,-1,0,7
10568,0,0,0,0,7
10569,0,0,0,0,7
10570,0,1,0,0,7
10571,0,1,0,0,7
10572,0,2,3,1,7
10573,0,2,3,0,7
10574,0,0,0,0,7
10575,0,0,0,0,7
10576,0,1,0,0,7
10577,0,1,0,0,7
10578,0,2,2,1,7
10579,0,2,2,0,7
10580,0,0,0,0,7
10581,0,0,0,0,7
10582,0,1,0,0,7
10583,0,1,0,0,7
10584,0,1,0,0,7
10585,0,1,0,0,7
10586,0,0,0,0,7
10587,0,0,0,0,7
10588,1,3,-1,0,7
10589,1,3,-1,0,7
10590,0,1,0,0,7
10591,0,1,0,0,7
10592,0,0,0,0,7
10593,0,0,0,0,7
10594,0,1,0,0,7
10595,0,1,0,0,7
10596,1,3,-1,0,7
10597,1,3,-1,0,7
10598,0,0,0,0,7
10599,0,0,0,0,7
10600,1,3,-1,0,7
10601,1,3,-1,0,7
10602,0,2,1,1,7
10603,0,2,1,0,7
10604,0,0,0,0,7
10605,0,0,0,0,7
10606,1,3,-1,0,7
10607,1,3,-1,0,7
10608,0,2,3,1,7
10609,0,2,3,0,7
10610,0,0,0,0,1
10611,0,0,0,0,1
10612,1,3,-1,0,1
10613,1,3,-1,0,1
10614,0,1,0,0,1
10615,0,1,0,0,1
10616,0,0,0,0,1
10617,0,0,0,0,1
10618,0,1,0,0,1
10619,0,1,0,0,1
10620,0,1,0,0,1
10621,0,1,0,0,1
10622,0,0,0,0,1
10623,0,0,0,0,1
10624,0,1,0,0,1
10625,0,1,0,0,1
10626,1,3,-1,0,1
10627,1,3,-1,0,1
10628,0,0,0,0,1
10629,0,0,0,0,1
10630,1,3,-1,0,1
10631,1,3,-1,0,1
10632,0,1,0,0,1
10633,0,1,0,0,1
10634,0,0,0,0,1
10635,0,0,0,0,1
10636,0,1,0,0,1
10637,0,1,0,0,1
10638,1,3,-1,0,1
10639,1,3,-1,0,1
10640,0,0,0,0,1
10641,0,0,0,0,1
10642,0,2,1,1,1
10643,0,2,1,0,1
10644,0,1,0,0,1
10645,0,1,0,0,1
10646,0,0,0,0,1
10647,0,0,0,0,1
10648,0,2,1,1,1
10649,0,2,1,0,1
10650,1,3,-1,0,1
10651,1,3,-1,0,1
10652,0,0,0,0,1
10653,0,0,0,0,1
10654,0,1,0,0,1
10655,0,1,0,0,1
10656,1,3,-1,0,1
10657,1,3,-1,0,1
10658,0,0,0,0,1
10659,0,0,0,0,1
10660,0,1,0,0,1
10661,0,1,0,0,1
10662,1,3,-1,0,1
10663,1,3,-1,0,1
10664,0,0,0,0,1
10665,0,0,0,0,1
10666,1,3,-1,0,1
10667,1,3,-1,0,1
10668,0,2,1,1,1
10669,0,2,1,0,1
10670,0,0,0,0,1
10671,0,0,0,0,1
10672,0,1,0,0,1
10673,0,1,0,0,1
10674,0,1,0,0,1
10675,0,1,0,0,1
10676,0,0,0,0,1
10677,0,0,0,0,1
10678,0,2,2,1,1
10679,0,2,2,0,1
10680,0,1,0,0,1
10681,0,1,0,0,1
10682,0,0,0,0,1
10683,0,0,0,0,1
10684,0,1,0,0,1
10685,0,1,0,0,1
10686,1,3,-1,0,1
10687,1,3,-1,0,1
10688,0,0,0,0,1
10689,0,0,0,0,1
10690,1,3,-1,0,1
10691,1,3,-1,0,1
10692,0,1,0,0,1
10693,0,1,0,0,1
10694,0,0,0,0,1
10695,0,0,0,0,1
10696,0,1,0,0,1
10697,0,1,0,0,1
10698,0,1,0,0,1
10699,0,1,0,0,1
10700,0,0,0,0,1
10701,0,0,0,0,1
10702,0,1,0,0,1
10703,0,1,0,0,1
10704,0,1,0,0,1
10705,0,1,0,0,1
10706,0,0,0,0,1
10707,0,0,0,0,1
10708,1,3,-1,0,1
10709,1,3,-1,0,1
10710,1,3,-1,0,1
10711,1,3,-1,0,1
10712,0,0,0,0,1
10713,0,0,0,0,1
10714,0,1,0,0,1
10715,0,1,0,0,1
10716,0,1,0,0,1
10717,0,1,0,0,1
10718,0,0,0,0,1
10719,0,0,0,0,1
10720,0,2,2,1,1
10721,0,2,2,0,1
10722,1,3,-1,0,1
10723,1,3,-1,0,1
10724,0,0,0,0,1
10725,0,0,0,0,1
10726,0,1,0,0,1
10727,0,1,0,0,1
10728,1,3,-1,0,1
10729,1,3,-1,0,1
10730,0,0,0,0,1
10731,0,0,0,0,1
10732,1,3,-1,0,1
10733,1,3,-1,0,1
10734,0,1,0,0,1
10735,0,1,0,0,1
10736,0,0,0,0,1
10737,0,0,0,0,1
10738,1,3,-1,0,1
10739,1,3,-1,0,1
10740,0,2,1,1,1
10741,0,2,1,0,1
10742,0,0,0,0,1
10743,0,0,0,0,1
10744,0,1,0,0,1
10745,0,1,0,0,1
10746,0,1,0,0,1
10747,0,1,0,0,1
10748,0,0,0,0,1
10749,0,0,0,0,1
10750,0,1,0,0,1
10751,0,1,0,0,1
10752,1,3,-1,0,1
10753,1,3,-1,0,1
10754,0,0,0,0,1
10755,0,0,0,0,1
10756,0,2,1,1,1
10757,0,2,1,0,1
10758,0,1,0,0,1
10759,0,1,0,0,1
10760,0,0,0,0,1
10761,0,0,0,0,1
10762,0,2,1,1,1
10763,0,2,1,0,1
10764,0,1,0,0,1
10765,0,1,0,0,1
10766,0,0,0,0,1
10767,0,0,0,0,1
10768,0,1,0,0,1
10769,0,1,0,0,1
10770,1,3,-1,0,7
10771,1,3,-1,0,7
10772,0,0,0,0,7
10773,0,0,0,0,7
10774,0,1,0,0,7
10775,0,1,0,0,7
10776,0,1,0,0,7
10777,0,1,0,0,7
10778,0,0,0,0,7
10779,0,0,0,0,7
10780,1,3,-1,0,7
10781,1,3,-1,0,7
10782,0,2,1,1,7
10783,0,2,1,0,7
10784,0,0,0,0,7
10785,0,0,0,0,7
10786,0,1,0,0,7
10787,0,1,0,0,7
10788,1,3,-1,0,7
10789,1,3,-1,0,7
10790,0,0,0,0,7
10791,0,0,0,0,7
10792,0,2,1,1,7
10793,0,2,1,0,7
10794,0,1,0,0,7
10795,0,1,0,0,7
10796,0,0,0,0,7
10797,0,0,0,0,7
10798,1,3,-1,0,7
10799,1,3,-1,0,7
10800,0,1,0,0,7
10801,0,1,0,0,7
10802,0,0,0,0,6
10803,0,0,0,0,6
10804,0,1,0,0,6
10805,0,1,0,0,6
10806,0,2,3,1,6
10807,0,2,3,0,6
10808,0,0,0,0,6
10809,0,0,0,0,6
10810,0,1,0,0,7
10811,0,1,0,0,7
10812,0,1,0,0,7
10813,0,1,0,0,7
10814,0,0,0,0,7
10815,0,0,0,0,7
10816,0,2,1,1,7
10817,0,2,1,0,7
10818,0,2,1,1,7
10819,0,2,1,0,7
10820,0,0,0,0,7
10821,0,0,0,0,7
10822,0,2,2,1,7
10823,0,2,2,0,7
10824,0,1,0,0,7
10825,0,1,0,0,7
10826,0,0,0,0,7
10827,0,0,0,0,7
10828,0,1,0,0,7
10829,0,1,0,0,7
10830,1,3,-1,0,7
10831,1,3,-1,0,7
10832,0,0,0,0,7
10833,0,0,0,0,7
10834,0,1,0,0,7
10835,0,1,0,0,7
10836,1,3,-1,0,7
10837,1,3,-1,0,7
10838,0,0,0,0,7
10839,0,0,0,0,7
10840,0,2,1,1,7
10841,0,2,1,0,7
10842,0,1,0,0,7
10843,0,1,0,0,7
10844,0,0,0,0,7
10845,0,0,0,0,7
10846,1,3,-1,0,7
10847,1,3,-1,0,7
10848,0,1,0,0,7
10849,0,1,0,0,7
10850,0,0,0,0,7
10851,0,0,0,0,7
10852,1,3,-1,0,7
10853,1,3,-1,0,7
10854,0,1,0,0,7
10855,0,1,0,0,7
10856,0,0,0,0,1
10857,0,0,0,0,1
10858,1,3,-1,0,1
10859,1,3,-1,0,1
10860,1,3,-1,0,1
10861,1,3,-1,0,1
10862,0,0,0,0,1
10863,0,0,0,0,1
10864,0,1,0,0,1
10865,0,1,0,0,1
10866,1,3,-1,0,1
10867,1,3,-1,0,1
10868,0,0,0,0,1
10869,0,0,0,0,1
10870,0,1,0,0,1
10871,0,1,0,0,1
10872,0,2,2,1,1
10873,0,2,2,0,1
10874,0,0,0,0,1
10875,0,0,0,0,1
10876,0,2,2,1,1
10877,0,2,2,0,1
10878,0,1,0,0,1
10879,0,1,0,0,1
10880,0,0,0,0,1
10881,0,0,0,0,1
10882,1,3,-1,0,1
10883,1,3,-1,0,1
10884,0,1,0,0,1
10885,0,1,0,0,1
10886,0,0,0,0,1
10887,0,0,0,0,1
10888,1,3,-1,0,1
10889,1,3,-1,0,1
10890,1,3,-1,0,1
10891,1,3,-1,0,1
10892,0,0,0,0,1
10893,0,0,0,0,1
10894,0,1,0,0,1
10895,0,1,0,0,1
10896,0,1,0,0,1
10897,0,1,0,0,1
10898,0,0,0,0,1
10899,0,0,0,0,1
10900,0,1,0,0,1
10901,0,1,0,0,1
10902,1,3,-1,0,1
10903,1,3,-1,0,1
10904,0,0,0,0,1
10905,0,0,0,0,1
10906,0,1,0,0,1
10907,0,1,0,0,1
10908,1,3,-1,0,1
10909,1,3,-1,0,1
10910,0,0,0,0,1
10911,0,0,0,0,1
10912,0,1,0,0,7
10913,0,1,0,0,7
10914,0,1,0,0,7
10915,0,1,0,0,7
10916,0,0,0,0,7
10917,0,0,0,0,7
10918,0,2,2,1,7
10919,0,2,2,0,7
10920,0,2,2,1,7
10921,0,2,2,0,7
10922,0,0,0,0,7
10923,0,0,0,0,7
10924,0,1,0,0,7
10925,0,1,0,0,7
10926,0,1,0,0,7
10927,0,1,0,0,7
10928,0,0,0,0,7
10929,0,0,0,0,7
10930,0,1,0,0,7
10931,0,1,0,0,7
10932,0,1,0,0,7
10933,0,1,0,0,7
10934,0,0,0,0,7
10935,0,0,0,0,7
10936,1,3,-1,0,7
10937,1,3,-1,0,7
10938,1,3,-1,0,7
10939,1,3,-1,0,7
10940,0,0,0,0,7
10941,0,0,0,0,7
10942,0,2,1,1,7
10943,0,2,1,0,7
10944,0,1,0,0,7
10945,0,1,0,0,7
10946,0,0,0,0,7
10947,0,0,0,0,7
10948,1,3,-1,0,7
10949,1,3,-1,0,7
10950,0,2,1,1,7
10951,0,2,1,0,7
10952,0,0,0,0,7
10953,0,0,0,0,7
10954,0,1,0,0,7
10955,0,1,0,0,7
10956,1,3,-1,0,7
10957,1,3,-1,0,7
10958,0,0,0,0,7
10959,0,0,0,0,7
10960,0,2,3,1,7
10961,0,2,3,0,7
10962,0,1,0,0,7
10963,0,1,0,0,7
10964,0,0,0,0,7
10965,0,0,0,0,7
10966,0,1,0,0,7
10967,0,1,0,0,7
10968,0,1,0,0,7
10969,0,1,0,0,7
10970,0,0,0,0,7
10971,0,0,0,0,7
10972,1,3,-1,0,7
10973,1,3,-1,0,7
10974,0,1,0,0,7
10975,0,1,0,0,7
10976,0,0,0,0,7
10977,0,0,0,0,7
10978,1,3,-1,0,7
10979,1,3,-1,0,7
10980,0,2,2,1,7
10981,0,2,2,0,7
10982,0,0,0,0,7
10983,0,0,0,0,7
10984,0,1,0,0,7
10985,0,1,0,0,7
10986,1,3,-1,0,7
10987,1,3,-1,0,7
10988,0,0,0,0,7
10989,0,0,0,0,7
10990,0,2,1,1,7
10991,0,2,1,0,7
10992,1,3,-1,0,7
10993,1,3,-1,0,7
10994,0,0,0,0,7
10995,0,0,0,0,7
10996,0,1,0,0,7
10997,0,1,0,0,7
10998,0,1,0,0,7
10999,0,1,0,0,7
11000,0,0,0,0,7
11001,0,0,0,0,7
11002,1,3,-1,0,7
11003,1,3,-1,0,7
11004,0,1,0,0,7
11005,0,1,0,0,7
11006,0,0,0,0,7
11007,0,0,0,0,7
11008,0,2,3,1,7
11009,0,2,3,0,7
11010,0,1,0,0,7
11011,0,1,0,0,7
11012,0,0,0,0,7
11013,0,0,0,0,7
11014,0,1,0,0,7
11015,0,1,0,0,7
11016,0,2,1,1,7
11017,0,2,1,0,7
11018,0,0,0,0,7
11019,0,0,0,0,7
11020,0,2,3,1,7
11021,0,2,3,0,7
11022,0,2,2,1,7
11023,0,2,2,0,7
11024,0,0,0,0,7
11025,0,0,0,0,7
11026,1,3,-1,0,7
11027,1,3,-1,0,7
11028,0,2,1,1,7
11029,0,2,1,0,7
11030,0,0,0,0,7
11031,0,0,0,0,7
11032,0,1,0,0,7
11033,0,1,0,0,7
11034,0,1,0,0,7
11035,0,1,0,0,7
11036,0,0,0,0,7
11037,0,0,0,0,7
11038,0,1,0,0,7
11039,0,1,0,0,7
11040,0,2,2,1,7
11041,0,2,2,0,7
11042,0,0,0,0,7
11043,0,0,0,0,7
11044,0,1,0,0,7
11045,0,1,0,0,7
11046,1,3,-1,0,7
11047,1,3,-1,0,7
11048,0,0,0,0,7
11049,0,0,0,0,7
11050,0,2,1,1,7
11051,0,2,1,0,7
11052,0,1,0,0,7
11053,0,1,0,0,7
11054,0,0,0,0,7
11055,0,0,0,0,7
11056,1,3,-1,0,7
11057,1,3,-1,0,7
11058,1,3,-1,0,7
11059,1,3,-1,0,7
11060,0,0,0,0,7
11061,0,0,0,0,7
11062,0,1,0,0,7
11063,0,1,0,0,7
11064,0,1,0,0,7
11065,0,1,0,0,7
11066,0,0,0,0,7
11067,0,0,0,0,7
11068,1,3,-1,0,7
11069,1,3,-1,0,7
11070,1,3,-1,0,1
11071,1,3,-1,0,1
11072,0,0,0,0,1
11073,0,0,0,0,1
11074,0,1,0,0,1
11075,0,1,0,0,1
11076,0,1,0,0,1
11077,0,1,0,0,1
11078,0,0,0,0,1
11079,0,0,0,0,1
11080,0,1,0,0,1
11081,0,1,0,0,1
11082,1,3,-1,0,1
11083,1,3,-1,0,1
11084,0,0,0,0,1
11085,0,0,0,0,1
11086,1,3,-1,0,1
11087,1,3,-1,0,1
11088,0,1,0,0,1
11089,0,1,0,0,1
11090,0,0,0,0,1
11091,0,0,0,0,1
11092,1,3,-1,0,1
11093,1,3,-1,0,1
11094,0,1,0,0,1
11095,0,1,0,0,1
11096,0,0,0,0,1
11097,0,0,0,0,1
11098,0,1,0,0,1
11099,0,1,0,0,1
11100,0,1,0,0,1
11101,0,1,0,0,1
11102,0,0,0,0,1
11103,0,0,0,0,1
11104,0,1,0,0,1
11105,0,1,0,0,1
11106,0,2,1,1,1
11107,0,2,1,0,1
11108,0,0,0,0,1
11109,0,0,0,0,1
11110,0,2,1,1,1
11111,0,2,1,0,1
11112,1,3,-1,0,1
11113,1,3,-1,0,1
11114,0,0,0,0,1
11115,0,0,0,0,1
11116,1,3,-1,0,1
11117,1,3,-1,0,1
11118,1,3,-1,0,1
11119,1,3,-1,0,1
11120,0,0,0,0,1
11121,0,0,0,0,1
11122,0,1,0,0,1
11123,0,1,0,0,1
11124,0,1,0,0,1
11125,0,1,0,0,1
11126,0,0,0,0,1
11127,0,0,0,0,1
11128,0,2,1,1,1
11129,0,2,1,0,1
11130,1,3,-1,0,1
11131,1,3,-1,0,1
11132,0,0,0,0,1
11133,0,0,0,0,1
11134,0,1,0,0,1
11135,0,1,0,0,1
11136,0,1,0,0,1
11137,0,1,0,0,1
11138,0,0,0,0,1
11139,0,0,0,0,1
11140,0,1,0,0,1
11141,0,1,0,0,1
11142,0,1,0,0,1
11143,0,1,0,0,1
11144,0,0,0,0,1
11145,0,0,0,0,1
11146,0,2,2,1,1
11147,0,2,2,0,1
11148,1,3,-1,0,1
11149,1,3,-1,0,1
11150,0,0,0,0,1
11151,0,0,0,0,1
11152,0,1,0,0,1
11153,0,1,0,0,1
11154,0,1,0,0,1
11155,0,1,0,0,1
11156,0,0,0,0,1
11157,0,0,0,0,1
11158,1,3,-1,0,1
